Gene	Length	YM9A	YC0A	YC1A	YC2A	YC3A	YC4A	YH1A	YH2A	YH3A	YH4A	RC1A	RC2A	RC3A	RC4A	RH1A	RH2A	RH3A	RH4A	YM9B	YC0B	YC1B	YC2B	YC3B	YC4B	YH1B	YH2B	YH3B	YH4B	RC1B	RC2B	RC3B	RC4B	RH1B	RH2B	RH3B	RH4B
CNAG_00095	3612	107.663	74.213	66.378	201.007	208.29	144.642	131.091	139.666	145.601	102.512	80.581	104.655	119.366	96.031	34.844	102.877	42.014	63.995	124.608	36.876	89.881	173.956	209.417	112.896	151.99	187.577	97.919	96.289	42.598	80.188	84.016	58.191	87.522	88.493	61.127	83.344
CNAG_00096	1691	3.694	56.402	34.583	47.015	16.534	24.647	29.293	32.554	22.187	20.39	10.073	36.53	34.532	15.835	7.467	18.314	2.974	17.2	19.613	10.756	9.879	10.13	11.441	22.694	12.048	11.569	7.975	0	3.815	8.771	13.343	8.509	0	20.52	2.601	3.526
CNAG_00097	2021	14.25	47.496	19.523	43.268	36.303	29.836	42.589	59.857	59.858	54.701	3.525	27.974	35.619	27.413	7.881	60.143	21.565	68.801	23.501	26.121	41.462	42.661	36.124	44.239	58.942	71.064	38.547	68.313	10.808	12.529	26.894	50.505	11.487	69.896	58.092	177.265
CNAG_00098	1160	5.278	4.948	35.141	5.11	1.617	1.946	13.296	6.826	1.156	7.875	11.583	5.924	0	0	7.467	1.809	1.859	3.035	6.256	19.053	34.088	0	0	0.575	18.35	0	5.76	2.602	15.259	0	0	0	7.658	6.413	5.636	7.373
CNAG_00099	2710	139.328	32.654	71.955	177.84	197.507	104.752	90.372	116.563	131.504	120.371	18.131	73.061	91.36	97.393	4.978	68.283	31.603	35.159	95.697	9.834	53.149	157.008	157.995	93.218	110.471	112.381	124.503	80.024	9.537	71.418	108.825	87.835	3.282	95.867	52.89	44.236
CNAG_00100	1948	312.961	594.691	326.31	141.386	93.991	64.375	410.516	848.498	710.211	806.879	242.246	133.287	161.783	83.602	165.096	602.112	316.776	266.099	343.73	156.724	229.154	70.517	21.597	54.437	591.277	613.551	762.525	659.056	230.156	47.612	51.077	47.76	745.582	747.059	249.708	308.371
CNAG_00101	862	54.359	0	11.156	38.498	40.077	58.538	19.736	59.332	54.774	58.639	9.569	29.619	27.734	39.672	15.348	21.254	19.706	24.536	52.751	11.677	7.931	11.883	50.522	51.277	12.789	37.185	31.458	76.771	24.16	33.829	21.89	44.192	14.222	23.406	24.277	30.132
CNAG_00104	3732	971.605	332.473	1090.488	2789.907	2254.532	1222.969	1628.146	2542.343	1371.196	758.365	960.926	1266.719	1197.465	722.106	411.08	509.41	340.2	229.927	894.915	112.78	1052.967	2405.775	1941.574	941.946	1570.683	2273.65	1106.349	578.382	1041.426	1548.637	878.73	536.618	1098.407	466.511	443.926	239.453
CNAG_00106	4441	219.548	173.163	813.822	1211.151	576.168	298.202	1063.894	529.786	407.915	232.305	492.55	187.918	196.587	129.233	184.177	111.921	88.861	79.172	199.171	66.992	730.593	1228.017	499.567	223.062	1206.649	588.348	358.888	225.107	604.001	275.021	140.513	128.185	378.535	91.058	75.866	38.146
CNAG_00107	1903	0	15.832	107.096	9.539	1.977	1.784	52.561	17.852	32.587	26.296	73.53	10.531	10.332	10.557	38.163	14.471	18.218	14.671	15.724	128.145	120.351	10.519	0.771	1.005	66.913	31.401	45.193	19.518	100.455	32.577	9.798	2.47	50.872	43.605	24.277	10.258
CNAG_00108	1582	84.969	16.822	23.985	42.586	35.224	57.241	33.656	62.482	62.632	88.31	25.181	36.201	32.085	36.437	26.963	56.073	19.334	23.524	70.504	17.824	40.21	41.103	47.308	44.383	42.631	62.388	73.107	76.771	27.975	18.168	27.519	31.291	78.223	48.094	29.913	33.658
CNAG_00109	664	106.607	53.433	65.82	72.908	66.854	89.671	78.945	108.688	95.912	94.075	72.019	49.036	87.281	75.599	73.837	132.044	59.117	61.213	71.181	22.433	33.253	46.752	55.022	43.952	57.645	105.357	128.048	37.084	68.03	90.212	87.56	53.25	111.591	105.165	68.063	88.472
CNAG_00110	2145	63.859	0.99	2.231	2.385	20.667	137.993	0.208	8.926	3.698	67.498	8.058	0	2.447	8.854	0	1.809	0	0	72.702	6.146	2.504	16.168	41.652	187.441	2.595	10.329	15.951	120.361	5.086	13.156	14.802	53.799	0	2.244	20.376	13.143
CNAG_00111	2398	173.633	91.034	127.177	157.399	140.538	147.885	184.275	212.649	184.891	164.807	108.28	128.679	73.142	117.485	94.992	114.634	75.104	83.725	177.867	23.97	80.141	135.97	124.442	125.248	160.701	202.864	182.102	165.903	44.505	97.73	72.133	102.108	164.652	99.073	79.768	119.887
CNAG_00115	1401	70.192	153.373	108.77	58.258	15.995	23.188	92.865	70.883	89.441	64.967	103.748	75.036	40.514	75.94	24.059	49.969	27.513	36.171	66.954	94.342	159.309	48.505	9.127	11.347	144.205	45.861	64.245	56.602	129.066	14.409	21.682	58.74	55.249	44.567	34.248	49.365
CNAG_00116	978	2526.384	505.636	396.592	1074.876	2036.717	2361.942	412.594	1060.622	1483.286	1702.349	372.183	707.901	1042.208	1077.626	184.592	549.882	440.215	302.776	2012.333	129.989	284.668	780.952	1394.57	1897.682	406.48	1066.38	2004.897	1324.618	380.839	647.771	1048.013	911.016	367.047	499.215	583.52	422.488
CNAG_00117	1815	152.522	65.307	56.337	67.457	123.644	154.858	34.071	94.511	105.85	139.917	84.106	95.769	116.103	102.842	53.926	96.32	53.911	74.113	126.975	64.533	42.992	71.297	114.8	155.842	35.588	90.07	147.1	137.927	27.975	108.38	64.211	107.873	63.454	128.25	107.947	108.347
CNAG_00118	613	11.083	4.948	5.02	13.628	14.737	17.026	13.296	30.454	17.565	19.968	6.044	22.379	14.683	17.878	10.785	21.706	4.462	8.347	4.734	5.839	7.792	10.13	11.57	13.358	5.19	5.371	15.951	13.663	0	16.288	16.261	13.999	0	14.749	25.144	17.31
CNAG_00119	686	23.749	0.99	6.136	8.177	8.447	12.972	5.817	22.053	20.338	21.093	1.511	12.835	20.393	16.516	2.074	22.158	7.436	27.065	9.299	7.683	2.922	2.922	6.042	15.512	2.78	19.006	13.292	18.217	0	5.012	14.176	10.979	0	19.879	11.705	41.672
CNAG_00120	1106	16.888	0	12.829	19.76	17.792	17.837	25.761	35.704	26.347	21.515	19.138	14.81	13.323	10.216	16.593	26.68	6.321	17.959	16.908	29.194	22.122	16.558	10.542	16.087	26.135	17.766	9.748	16.916	9.537	15.035	8.756	14.273	43.761	18.276	6.936	9.937
CNAG_00121	1408	33.777	177.121	100.403	56.214	9.525	10.054	68.35	38.329	34.436	69.326	124.397	125.059	77.221	68.618	24.059	68.961	26.398	16.694	29.25	87.888	106.577	62.531	8.099	29.014	57.274	36.772	30.129	43.59	92.19	139.077	164.905	87.561	94.634	106.127	82.369	70.842
CNAG_00122	2723	114.524	119.73	81.996	34.75	45.109	274.203	92.242	59.857	20.338	108.981	153.607	70.428	39.426	20.092	59.733	63.309	7.436	0.759	112.435	137.671	77.637	41.882	99.888	351.614	105.837	57.843	40.319	201.035	93.461	62.647	47.533	101.559	82.599	37.193	31.214	12.822
CNAG_00123	1315	5.278	93.013	24.543	13.628	1.438	4.216	24.099	17.852	11.093	11.25	29.211	8.557	2.447	9.535	9.541	5.2	2.603	9.106	15.724	18.745	30.749	7.597	2.314	3.16	14.087	22.724	6.646	0	17.802	8.144	2.293	5.764	7.658	5.771	7.803	10.899
CNAG_00124	2078	58.054	30.675	32.352	93.69	85.724	61.457	90.787	64.057	61.938	51.326	32.232	55.618	62.266	94.499	37.333	43.638	40.527	23.524	50.046	12.599	69.428	92.725	89.732	64.779	119.367	90.07	69.119	44.241	26.703	51.997	60.875	120.499	38.291	53.545	45.953	41.992
CNAG_00125	3462	6.333	24.738	28.448	28.277	24.262	15.891	41.966	15.227	23.342	14.062	18.634	11.848	12.779	10.046	2.904	3.844	5.949	5.312	4.058	11.37	25.462	32.921	30.468	8.331	51.528	32.227	1.772	18.867	12.716	25.059	12.717	13.175	8.205	14.108	10.405	8.014
CNAG_00126	974	24.805	30.675	47.413	85.513	84.107	23.675	100.759	147.542	98.223	69.326	35.254	156.982	90.272	122.763	8.711	29.393	19.334	17.706	14.202	27.35	55.515	68.764	36.253	17.236	132.528	154.111	66.461	77.421	25.432	71.418	115.079	112.813	19.693	47.453	48.554	60.905
CNAG_00127	1731	8.444	17.811	19.523	22.145	40.795	45.89	18.49	17.852	43.218	56.248	3.022	26.657	26.103	32.691	16.178	16.506	10.782	21.753	27.559	0	3.339	24.934	52.708	23.699	15.94	26.443	30.129	42.939	1.907	17.541	40.236	49.133	11.487	30.139	33.815	50.647
CNAG_00128	3708	14.25	1.979	0	4.429	44.929	35.674	0.416	2.1	25.885	41.202	0	12.506	28.006	36.778	0	6.783	7.808	11.383	26.376	2.151	1.391	9.35	68.263	32.461	3.707	11.155	25.698	38.385	0	6.891	38.568	49.682	0	16.993	12.139	12.502
CNAG_00129	1776	17.416	23.748	56.337	42.927	48.703	37.133	76.66	29.928	47.147	37.546	35.758	46.733	99.789	120.72	14.104	24.645	21.565	15.683	31.786	16.594	36.314	36.817	47.951	46.106	46.153	19.419	33.673	32.53	18.438	73.924	128.422	155.633	7.111	62.843	46.387	49.686
CNAG_00130	2898	103.441	328.515	1129.533	85.513	32.888	65.186	440.432	126.54	194.829	170.854	1326.058	194.5	136.768	224.243	443.85	198.744	304.135	272.422	105.165	1299.58	916.198	68.764	33.167	53.432	531.408	178.074	268.944	232.264	1367.587	258.106	133.425	147.398	773.48	471.962	908.661	557.44
CNAG_00131	1274	3.167	15.832	0	6.132	4.313	2.27	2.701	0	0.924	1.125	0	19.746	2.719	6.981	0	5.653	0	1.518	1.86	5.224	5.009	0	1.928	3.016	1.112	0	0	0	3.815	2.506	6.463	3.843	4.376	2.565	0	0
CNAG_00132	3743	8.444	101.919	18.407	10.561	14.018	11.351	23.684	29.928	49.227	56.811	21.656	36.53	32.085	25.71	41.066	54.943	40.898	65.766	12.681	16.594	17.253	8.182	8.87	3.016	18.535	22.724	24.369	48.144	14.623	9.397	27.727	24.429	30.633	53.865	46.82	55.456
CNAG_00133	755	3.694	14.843	2.789	7.154	7.548	9.729	0.831	6.301	28.889	22.921	3.022	16.455	16.858	30.308	0	7.461	7.064	14.924	8.792	11.37	1.113	0.779	9.385	3.591	1.854	4.545	9.748	25.373	0	12.529	23.975	23.331	6.564	19.238	22.11	13.784
CNAG_00134	2614	55.942	48.486	50.759	48.378	49.961	36.16	57.339	79.284	54.543	72.841	60.436	36.86	40.242	36.778	36.918	63.083	36.065	34.654	32.801	15.058	51.758	48.7	26.225	29.588	74.327	101.226	51.396	62.457	54.678	55.756	28.77	27.174	48.137	44.888	62.427	55.135
CNAG_00135	503	27.971	18.801	9.483	8.517	17.073	23.512	17.659	19.427	34.205	20.249	11.08	11.848	12.508	14.132	0	6.105	4.09	5.565	25.023	1.537	11.826	10.324	17.226	25.567	14.828	25.616	24.812	14.313	0.636	20.674	11.049	15.371	3.829	9.939	19.508	15.707
CNAG_00136	3337	202.66	306.746	333.561	203.051	81.411	114.968	380.808	449.452	413.231	440.282	262.895	278.092	177.281	197	126.933	336.441	150.58	162.644	302.983	227.096	324.6	128.957	43.58	117.205	443.179	381.352	346.925	464.527	386.561	169.147	174.704	192.689	393.304	495.047	461.267	400.69
CNAG_00137	1521	103.969	50.465	232.6	307.302	188.342	141.237	260.935	193.747	187.433	129.933	120.871	203.715	164.502	161.584	75.496	76.875	66.553	90.807	64.587	50.705	268.668	346.743	267.395	148.804	251.339	226.002	163.493	178.915	175.478	233.047	200.555	234.685	144.412	113.822	230.633	224.066
CNAG_00138	1182	110.829	49.475	93.152	98.459	95.609	147.723	110.316	137.566	85.05	105.043	59.428	61.213	73.414	55.507	24.059	36.176	24.911	36.171	119.198	24.584	67.063	113.763	115.314	115.912	95.272	100.812	81.968	91.734	54.678	80.188	60.041	68.621	87.522	64.766	56.791	49.686
CNAG_00139	1095	7.389	75.202	356.431	17.034	4.493	12.81	119.041	29.928	30.738	48.373	201.956	81.289	56.556	89.901	77.985	85.467	51.681	58.683	21.473	770.713	415.872	8.961	4.499	11.778	217.975	35.532	23.926	64.409	478.751	111.512	57.123	70.817	413.544	275.738	382.799	253.557
CNAG_00140	1523	70.72	71.244	71.398	73.93	81.231	94.212	83.931	110.788	82.276	101.528	50.363	94.782	73.686	66.234	54.34	77.101	35.693	45.783	107.701	30.73	54.123	41.687	63.764	84.169	71.176	109.902	109.439	90.433	66.122	119.03	85.892	71.915	64.001	89.134	88.872	91.357
CNAG_00141	1436	10.555	85.097	33.468	6.132	16.354	6.162	23.06	22.053	7.858	10.828	38.78	22.379	23.656	30.137	29.037	35.498	27.142	34.148	12.512	26.735	22.54	9.545	6.299	4.453	14.458	13.221	5.76	20.169	34.969	15.035	19.388	20.861	12.581	37.834	34.248	58.341
CNAG_00142	2665	183.132	32.654	184.072	329.447	294.374	183.397	269.245	297.184	205.46	132.746	182.818	148.755	193.596	113.569	98.311	100.39	72.13	59.189	164.172	9.526	243.624	318.108	261.868	145.931	263.572	257.815	170.139	97.59	314.717	213	123.627	90.855	223.729	58.033	53.757	60.264
CNAG_00143	2585	526.176	186.026	134.428	313.434	361.947	321.714	129.013	325.537	279.878	247.21	92.668	100.706	121.813	105.736	36.918	116.443	64.322	80.943	500.801	31.959	70.263	194.605	253.769	250.64	102.315	212.367	310.593	229.661	62.943	129.053	112.369	130.106	74.941	96.188	98.843	103.859
CNAG_00144	986	13.194	22.759	11.156	8.177	3.594	3.081	5.817	14.702	5.778	5.765	1.511	7.898	6.254	7.151	0	11.079	4.833	4.3	3.889	22.74	4.035	8.961	1.286	2.298	5.561	6.611	3.101	14.313	0	0	7.505	6.862	4.923	14.428	4.769	14.104
CNAG_00145	1268	25.332	3.958	3.347	14.65	28.754	42.16	8.933	26.778	13.173	36.843	3.022	9.873	11.148	20.602	0	22.384	6.692	7.082	31.617	0.615	1.391	11.688	39.467	24.418	3.892	14.048	28.357	29.928	0	15.035	22.516	34.86	0	8.016	6.936	17.63
CNAG_00146	1374	20.583	53.433	23.985	25.552	23.722	33.728	43.628	47.78	31.2	35.155	14.605	49.036	48.943	54.486	31.111	57.204	37.552	51.854	44.129	23.355	10.852	22.597	15.17	29.014	28.73	37.185	29.243	50.096	3.815	51.997	56.914	49.407	27.351	46.17	43.352	75.009
CNAG_00147	7820	2012.874	1712.828	1426.28	2360.297	1820.878	1850.993	2070.656	2543.918	2187.488	2141.365	1214.252	1594.177	1347.012	1220.14	575.76	1341.242	695.644	714.824	1771.57	686.205	1095.542	1878.842	1486.359	1606.537	1753.256	2242.25	1698.735	1750.76	941.607	1113.239	1208.749	895.096	1201.246	1419.732	997.533	1211.367
CNAG_00148	5981	217.965	239.459	280.013	145.134	127.059	146.588	260.935	242.578	231.807	385.862	289.587	189.893	138.943	195.638	113.244	241.026	156.157	245.357	232.986	102.946	186.579	106.361	107.73	127.115	178.31	262.36	268.058	320.745	149.411	106.5	131.549	143.83	182.156	290.487	253.61	394.92
CNAG_00149	514	502.427	113.793	226.464	471.174	503.383	737.641	269.038	506.158	474.938	460.25	123.893	187.589	199.034	163.287	124.029	134.531	53.168	30.353	416.601	64.226	165.013	290.251	578.628	490.364	234.101	403.663	391.232	443.708	118.257	206.109	198.47	178.141	126.908	69.576	64.595	29.17
CNAG_00150	3243	308.739	432.412	530.462	411.212	330.138	578.243	289.813	177.47	164.784	174.65	361.606	326.471	224.865	169.927	137.303	85.693	18.218	51.095	309.07	318.365	315.974	298.433	413.177	664.16	234.286	152.045	143.998	163.951	305.18	220.518	170.951	193.237	114.873	59.957	26.011	53.853
CNAG_00151	2598	126.134	118.74	39.603	41.905	68.831	79.294	47.575	186.396	135.432	147.792	49.356	65.162	57.916	65.894	82.963	111.921	53.168	80.69	116.662	24.584	32.557	48.505	70.063	64.348	67.469	107.836	143.112	161.999	33.061	78.309	44.823	67.249	165.199	84.645	76.733	77.574
CNAG_00152	1486	25.86	7.916	16.734	27.937	43.132	30.809	19.944	58.282	47.378	46.967	12.087	32.581	25.559	31.329	31.111	70.996	42.757	38.701	27.897	18.131	10.574	34.674	39.338	31.025	18.165	18.179	29.686	28.626	23.524	30.697	17.721	31.291	28.445	54.186	58.525	53.212
CNAG_00153	1956	37.999	15.832	3.347	12.946	20.308	29.512	5.817	1.575	14.098	22.921	3.525	34.556	37.523	29.627	18.667	28.941	23.424	16.441	21.98	2.766	1.391	3.896	17.741	16.231	3.336	7.85	18.166	15.614	10.808	13.156	29.812	10.156	19.693	22.444	22.11	25.965
CNAG_00154	1653	15.305	14.843	30.121	15.672	13.658	15.567	29.501	34.129	53.618	52.311	17.123	13.822	29.094	35.756	19.496	36.629	39.411	30.353	14.033	8.912	19.201	9.35	11.699	23.125	10.194	43.796	29.686	27.325	30.518	13.782	20.848	20.861	8.752	42.643	37.716	48.403
CNAG_00155	1013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.346	0	1.014	3.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CNAG_00156	3893	56.47	209.774	214.193	174.092	170.55	251.826	297.707	245.203	184.66	152.854	179.796	178.374	168.852	212.835	129.836	159.176	133.106	145.191	105.841	103.561	149.291	154.866	146.039	218.035	263.016	172.703	139.124	170.457	117.621	184.809	123.21	175.67	137.848	197.826	250.142	183.035
CNAG_00157	463	32.193	30.675	21.754	43.608	13.119	23.837	33.656	57.232	41.138	39.374	17.123	20.404	14.139	11.578	10.37	31.428	8.923	7.335	24.516	19.053	20.314	29.999	24.04	19.965	32.993	25.203	27.47	27.325	10.808	24.432	30.438	15.371	7.658	23.085	9.104	23.721
CNAG_00158	2154	44.332	10.885	32.352	90.283	70.808	95.347	49.029	89.26	104.925	59.623	35.758	45.416	57.372	70.491	17.837	78.458	75.476	112.308	49.539	27.964	34.366	85.322	61.064	67.22	45.226	108.663	118.3	98.891	16.531	27.565	56.706	63.681	14.769	77.912	67.196	89.755
CNAG_00159	504	7.389	0	1.673	10.902	11.502	16.864	11.842	22.578	13.405	10.125	13.598	22.05	17.946	19.411	4.148	14.697	9.667	7.335	14.202	0.615	3.478	7.402	8.228	11.491	9.082	12.395	14.178	17.566	1.272	7.518	7.505	15.646	7.658	14.108	14.306	9.617
CNAG_00160	1398	6.861	25.727	0	6.132	10.424	8.432	16.205	9.976	19.182	20.812	3.525	22.708	8.973	4.768	24.889	18.088	21.936	11.383	8.623	9.219	2.087	6.623	6.942	10.916	7.414	4.132	15.507	1.301	2.543	9.397	5.42	15.371	5.47	8.336	6.069	0.641
CNAG_00161	1167	0	37.601	29.005	1.022	2.696	2.108	3.324	9.976	0	8.437	17.123	5.924	2.991	1.703	3.733	7.687	5.577	2.024	3.043	7.99	8.905	5.26	1.928	0.862	2.78	0.826	0	9.759	7.629	2.506	7.922	7.411	0	3.527	9.537	26.606
CNAG_00162	1515	106.607	1124.074	2160.895	190.786	76.559	28.701	1264.373	253.079	176.802	102.231	999.202	121.768	130.242	119.869	190.399	161.437	218.62	176.809	80.818	3190.101	2242.703	197.722	47.566	12.496	1579.395	303.677	195.394	63.108	1778.943	58.262	82.14	39.8	438.706	265.799	395.805	382.739
CNAG_00163	3096	49.609	33.643	39.046	48.719	30.192	50.917	42.173	17.327	56.392	63.42	14.102	41.467	67.976	64.872	9.126	43.412	21.565	26.559	31.955	43.944	33.949	26.493	42.038	44.67	30.583	25.203	51.396	56.602	15.895	36.335	77.136	87.286	10.393	50.98	52.456	46.48
CNAG_00164	1809	1.056	43.538	55.222	30.662	15.815	5.838	48.822	41.48	45.298	48.514	68.494	137.236	144.381	90.072	43.555	117.121	40.527	30.859	6.763	184.996	107.133	47.726	36.767	7.9	51.714	32.227	59.815	65.71	256.86	285.671	230.158	136.968	193.643	200.391	129.623	132.709
CNAG_00165	1089	172.577	31.664	59.126	130.143	107.65	116.751	57.547	105.537	122.259	107.715	72.523	79.972	132.417	226.967	24.474	71.448	339.828	535.738	150.984	19.053	64.697	92.335	140.511	101.836	39.666	106.184	58.485	83.277	48.956	133.438	225.155	299.738	62.907	142.358	865.742	2028.775
CNAG_00166	2054	82.33	9.895	156.182	140.705	115.198	81.239	164.954	82.434	62.17	67.779	97.704	79.972	59.275	32.351	28.622	29.619	14.872	18.718	69.659	11.677	112.977	90.777	79.833	67.795	108.246	85.112	55.827	39.687	94.733	41.347	38.777	15.371	62.36	23.726	29.046	10.578
CNAG_00167	2240	29.027	68.276	39.046	29.981	15.815	15.243	42.173	88.21	30.738	44.577	28.707	27.974	19.849	22.305	19.911	29.167	12.641	31.365	23.84	22.126	35.479	19.285	11.441	11.203	32.622	47.514	44.307	23.422	8.265	8.144	19.597	18.665	19.693	41.04	33.381	52.25
CNAG_00171	1622	13.722	41.559	10.04	5.11	7.009	11.513	7.064	0	12.711	10.547	8.562	18.101	12.236	9.194	0	7.687	3.718	18.212	32.124	4.917	7.652	13.831	15.041	12.065	6.858	14.461	0	8.458	3.815	5.638	17.929	15.371	0	7.374	0	17.31
CNAG_00172	3596	127.19	26.717	8.925	13.628	42.413	247.123	5.402	6.301	12.249	96.465	11.08	14.81	7.07	21.794	2.904	14.018	2.974	2.782	115.986	23.048	3.757	28.441	95.902	281.808	5.19	7.85	15.951	150.939	0	25.059	35.024	106.775	11.487	5.771	6.069	11.219
CNAG_00173	1342	7.389	0	0	8.517	14.557	9.243	6.025	20.477	18.72	12.656	11.583	34.556	22.84	22.475	14.518	16.279	14.129	11.635	6.087	9.526	1.67	7.597	12.984	9.336	6.487	14.048	25.698	10.41	12.716	32.577	18.763	25.527	16.41	31.421	20.809	34.62
CNAG_00174	3811	79.164	149.415	73.629	62.346	77.098	81.564	37.187	91.886	101.459	97.028	68.494	103.668	97.342	131.958	99.14	148.097	76.591	106.237	50.723	81.435	51.201	42.077	43.837	59.033	24.837	87.178	90.387	130.77	44.505	134.065	81.931	85.639	141.677	145.564	140.461	138.479
CNAG_00175	1589	17.416	25.727	18.407	1.703	9.525	11.513	17.243	14.702	26.347	28.827	17.123	69.112	32.9	50.74	47.289	55.169	42.014	67.789	22.656	28.272	18.227	4.87	5.142	8.187	18.535	13.634	15.064	29.277	17.802	43.227	31.272	38.977	55.796	51.3	58.959	67.637
CNAG_00176	1721	135.106	148.425	95.383	112.428	113.041	141.074	76.868	116.038	103.77	158.198	31.729	120.452	126.435	169.417	37.748	150.132	90.72	110.031	135.26	123.535	88.907	47.921	83.175	133.435	93.233	70.238	80.639	201.686	113.171	160.377	102.362	154.81	64.548	152.939	153.9	185.6
CNAG_00177	1841	8.444	24.738	5.578	2.044	13.479	18.972	0	1.05	3.236	19.687	1.007	5.266	10.876	5.959	2.489	3.165	0	1.518	8.116	0	4.591	0.39	6.556	16.087	1.112	11.569	2.658	22.12	0	8.144	5.003	21.684	0	4.809	7.37	11.86
CNAG_00178	3998	72.831	164.257	64.146	85.513	143.413	120.967	172.849	212.649	213.087	138.652	81.084	162.577	159.608	163.117	108.681	220.224	96.297	133.049	88.764	39.027	63.167	74.219	136.912	82.015	138.83	155.763	146.657	118.409	107.449	194.833	140.722	101.559	200.208	161.275	116.184	160.276
CNAG_00179	2128	8.972	7.916	9.483	31.684	11.682	34.701	13.712	12.076	4.853	10.828	13.598	19.417	26.647	9.024	0	9.044	2.603	1.518	15.555	7.683	11.409	37.791	34.067	24.705	19.647	10.742	8.861	12.361	6.994	29.444	27.519	14.548	0	2.565	2.168	1.282
CNAG_00180	873	11.083	0	15.06	9.88	7.189	11.837	13.504	29.403	26.578	16.874	1.007	12.835	9.789	4.768	1.659	5.653	5.205	7.588	12.173	28.272	19.618	3.312	7.585	8.905	16.682	22.724	12.849	20.169	9.537	10.65	12.926	13.999	18.052	30.78	22.543	11.86
CNAG_00181	1726	25.332	49.475	61.357	45.312	16.893	25.296	49.86	27.828	52.925	49.639	17.627	67.466	35.076	37.289	16.178	44.768	14.129	15.683	24.347	24.277	41.462	18.506	20.955	22.981	53.938	60.322	37.218	57.903	35.604	23.806	35.441	32.664	38.291	53.545	55.491	83.344
CNAG_00182	855	12.138	2.969	38.488	24.87	21.386	13.783	34.487	30.979	33.28	32.061	0	25.341	16.586	13.792	4.978	33.689	9.667	5.312	15.048	7.99	19.061	19.48	18.641	22.694	44.114	19.006	39.876	26.675	0	19.421	10.632	19.763	30.633	32.704	31.214	24.683
CNAG_00183	2559	154.633	600.628	1644.935	484.801	339.842	356.253	1122.272	300.86	196.446	185.759	299.156	238.929	111.481	58.232	181.273	100.164	36.437	96.878	133.739	173.318	1527.693	554.205	370.754	359.657	842.06	257.815	150.644	106.698	252.409	176.038	74.218	83.718	210.601	70.217	45.953	86.229
CNAG_00184	2241	113.996	118.74	57.453	52.466	102.797	116.265	69.389	51.981	119.255	125.714	54.392	50.682	53.021	69.469	30.281	70.77	33.834	20.489	116.831	33.496	50.367	44.025	118.785	120.365	91.379	73.13	83.297	106.698	53.406	48.865	55.872	54.897	78.77	25.329	48.554	23.4
CNAG_00185	1224	37.471	14.843	22.312	17.375	15.456	23.512	30.747	18.377	55.698	40.358	25.685	21.063	24.743	26.051	14.518	39.116	9.295	35.665	33.477	23.355	21.009	34.674	15.555	21.689	30.769	34.293	37.218	43.59	5.722	31.95	18.763	24.704	35.556	44.246	42.485	87.831
CNAG_00186	383	3.694	4.948	6.136	20.101	5.391	11.999	9.557	8.926	6.471	14.062	8.562	15.139	10.604	5.108	1.244	3.392	0	1.265	16.908	4.61	18.227	19.09	20.183	16.518	12.789	17.766	7.532	4.554	20.981	5.638	5.629	13.45	4.923	11.222	17.774	11.219
